,blueTops,btlevel,btmp,btwr,btcwr,btkda,btct,btt,blueJngs,bjlevel,bjmp,bjwr,bjcwr,bjkda,bjct,bjt,blueMids,bmlevel,bmmp,bmwr,bmcwr,bmkda,bmct,bmt,blueBots,bblevel,bbmp,bbwr,bbcwr,bbkda,bbct,bbt,blueSups,bslevel,bsmp,bswr,bscwr,bskda,bsct,bst,redTops,redJngs,redMids,redBots,redSups,winner
2741,Vladimir,229,36312,0.57,0.82,4.76,50.0,237.0,Evelynn,421,2040078,0.5,0.53,4.24,788.0,964.0,Gangplank,312,11231,0.52,0.5,1.29,2.0,517.0,Sivir,59,14403,0.51,0.6,3.82,15.0,187.0,Seraphine,664,302330,0.51,0.52,3.63,123.0,431.0,Riven,Qiyana,Sylas,Xayah,Sona,1
2742,Gnar,226,636963,-1.0,0.0,0.0,0.0,-1.0,Diana,415,85988,-1.0,0.0,0.0,0.0,-1.0,Fizz,135,470798,0.5,0.45,3.04,67.0,156.0,Samira,243,16365,0.53,0.5,2.71,26.0,481.0,Senna,122,171974,0.48,0.55,2.47,85.0,124.0,Sion,Qiyana,Cassiopeia,Xayah,Pyke,1
2743,Darius,58,39479,0.6,0.65,2.25,40.0,159.0,MasterYi,369,43556,0.51,0.77,2.71,43.0,713.0,Annie,114,59107,0.55,0.66,2.88,90.0,625.0,Jinx,645,1576201,0.51,0.55,2.3,98.0,799.0,Lulu,267,31388,0.49,0.41,4.03,22.0,1897.0,Tryndamere,Vi,Yasuo,Syndra,Senna,1
2744,Sion,56,10021,0.52,0.36,1.33,22.0,385.0,Kayn,144,261843,0.58,0.6,3.97,119.0,113.0,Vi,45,129346,0.53,0.55,2.44,208.0,172.0,Sivir,133,541026,0.49,0.49,2.61,341.0,554.0,Zyra,454,282129,0.51,0.53,2.17,64.0,629.0,Mordekaiser,LeeSin,Talon,Jhin,Senna,0
2745,Darius,476,835300,0.47,0.45,2.6,47.0,278.0,Khazix,329,103723,0.62,0.82,3.15,11.0,92.0,Katarina,213,530212,0.49,0.52,2.23,255.0,358.0,Jhin,106,165927,0.54,0.56,3.21,204.0,782.0,Senna,121,171974,0.48,0.55,2.47,85.0,124.0,Yasuo,Lillia,Diana,Lucian,Nautilus,1
2746,Darius,578,70054,0.5,0.3,1.55,10.0,1446.0,Vi,196,289021,-1.0,0.0,0.0,0.0,-1.0,Fizz,603,128268,0.5,0.33,2.42,3.0,1659.0,Lucian,37,26026,0.55,0.68,3.23,40.0,119.0,Senna,121,171974,0.48,0.55,2.47,85.0,124.0,Akali,Graves,Lissandra,Kaisa,Sona,0
2747,Singed,357,174610,0.56,0.5,2.85,8.0,169.0,Graves,165,54732,0.51,0.59,2.63,22.0,115.0,Yone,128,43722,0.47,0.47,1.85,19.0,216.0,Ezreal,274,45856,-1.0,0.0,0.0,0.0,-1.0,Zac,208,26107,0.51,0.4,2.27,52.0,203.0,Garen,Trundle,Kassadin,Kaisa,Senna,0
2748,Sion,52,28606,0.58,0.65,1.26,23.0,125.0,Kayn,142,6188,0.59,0.6,2.37,5.0,150.0,Veigar,131,120303,0.54,0.5,3.32,52.0,274.0,Ezreal,383,87916,0.46,0.56,2.67,25.0,417.0,Ashe,121,14268,0.48,0.5,1.93,2.0,124.0,Teemo,Kled,Zac,Aphelios,Senna,1
2749,Sett,468,797999,0.5,0.44,1.78,173.0,816.0,RekSai,361,29457,0.52,0.67,3.7,9.0,445.0,Veigar,366,1518533,0.51,0.52,2.87,342.0,356.0,Vayne,214,681311,-1.0,0.0,0.0,0.0,-1.0,Senna,121,171974,0.48,0.55,2.47,85.0,124.0,Irelia,Rengar,Akali,Ezreal,Nautilus,1
2750,Gwen,397,49242,0.52,0.63,2.7,41.0,110.0,Kindred,36,5623,0.52,0.56,2.2,9.0,84.0,Zed,225,48306,0.52,0.2,1.5,5.0,234.0,MissFortune,384,35265,0.5,0.35,2.15,17.0,334.0,Zyra,409,1874652,0.5,0.52,2.13,878.0,999.0,Sion,Rengar,Swain,Ashe,Senna,0
2751,Gnar,347,1638184,0.51,0.51,1.87,640.0,666.0,MonkeyKing,452,29547,0.51,0.5,3.05,8.0,845.0,Velkoz,436,1260238,-1.0,0.0,0.0,0.0,-1.0,Yasuo,472,966814,0.49,0.42,1.45,12.0,483.0,Senna,119,171974,0.48,0.55,2.47,85.0,124.0,Malphite,MasterYi,Azir,Caitlyn,Thresh,1
2752,Riven,196,20045,0.53,0.73,2.1,11.0,416.0,Nidalee,384,94222,0.49,0.55,3.12,53.0,987.0,Velkoz,300,554963,0.51,0.56,2.54,158.0,272.0,KogMaw,452,70258,0.47,0.63,2.26,16.0,520.0,Lulu,249,676719,0.5,0.53,3.53,390.0,544.0,Rengar,XinZhao,Pyke,Twitch,Ashe,1
2753,Yone,41,57487,0.53,0.47,1.86,15.0,19.0,Amumu,420,110274,0.53,0.57,2.94,77.0,454.0,Orianna,455,48738,0.51,0.56,2.95,9.0,293.0,Samira,94,21922,0.48,0.25,2.21,4.0,25.0,Nami,414,347744,0.48,0.56,4.08,63.0,356.0,Sion,MonkeyKing,Corki,Zeri,Senna,1
2754,Camille,204,15451,0.52,0.38,1.95,8.0,463.0,Lillia,90,7151,0.47,0.33,2.54,12.0,409.0,Yasuo,419,593964,0.5,0.57,2.26,160.0,669.0,Jhin,484,523189,0.54,0.6,2.69,70.0,224.0,Senna,118,171974,0.48,0.55,2.47,85.0,124.0,Quinn,Vi,Ahri,Lucian,Lulu,1
2755,Aatrox,204,27023,0.57,0.53,1.55,17.0,279.0,Kayn,90,42777,0.47,0.37,1.95,27.0,409.0,Annie,56,7775,0.56,0.67,2.29,9.0,262.0,Lucian,88,14429,0.48,0.55,2.8,20.0,102.0,Senna,118,171974,0.48,0.55,2.47,85.0,124.0,MonkeyKing,Karthus,Irelia,Jhin,Ashe,0
2756,Rumble,341,36807,0.49,0.42,1.63,53.0,350.0,Graves,283,386321,0.5,0.54,2.92,99.0,356.0,Yasuo,62,161751,0.52,0.56,1.92,242.0,445.0,Jinx,417,117199,0.52,0.64,2.78,111.0,574.0,Lulu,534,405669,0.53,0.52,3.37,308.0,536.0,Camille,Diana,Corki,Ezreal,Senna,1
2757,Garen,188,990488,0.49,0.5,2.2,563.0,575.0,Shaco,349,1899605,0.51,0.53,3.12,571.0,444.0,Ekko,39,95597,0.52,0.53,2.56,168.0,202.0,Xayah,526,18165,0.5,1.0,2.2,1.0,703.0,Senna,117,171974,0.48,0.55,2.47,85.0,124.0,Aatrox,Rengar,Pyke,Twitch,Rakan,1
2758,Jayce,53,4904,0.51,0.33,1.7,9.0,196.0,MasterYi,499,75332,0.51,0.65,2.17,43.0,825.0,Anivia,205,64246,-1.0,0.0,0.0,0.0,-1.0,Kaisa,107,54610,0.52,0.57,2.82,63.0,767.0,Senna,117,171974,0.48,0.55,2.47,85.0,124.0,Shen,Kindred,Vladimir,Samira,Pyke,1
2759,Xerath,283,414670,0.53,0.59,3.83,262.0,302.0,Shyvana,452,43129,0.47,0.62,3.26,42.0,306.0,Jax,348,234527,0.54,0.61,1.99,67.0,236.0,Draven,217,941004,-1.0,0.0,0.0,0.0,-1.0,Senna,117,171974,0.48,0.55,2.47,85.0,124.0,Yone,Ekko,Malzahar,Zeri,Yuumi,1
2760,Camille,36,142770,0.5,0.54,2.06,240.0,897.0,Rengar,32,22420,0.58,0.62,3.51,39.0,48.0,Yone,477,95327,-1.0,0.0,0.0,0.0,-1.0,Veigar,723,80009,0.49,0.6,2.3,25.0,876.0,Thresh,313,235222,-1.0,0.0,0.0,0.0,-1.0,Ornn,Shaco,Yasuo,MissFortune,Senna,1
2761,Fiora,58,28672,0.5,0.39,1.46,49.0,327.0,Nocturne,77,53821,0.51,0.53,4.07,36.0,391.0,Fizz,567,357061,-1.0,0.0,0.0,0.0,-1.0,Xayah,214,2795,-1.0,0.0,0.0,0.0,-1.0,Senna,117,171974,0.48,0.55,2.47,85.0,124.0,Shen,Kayn,Cassiopeia,Caitlyn,Lux,1
2762,Urgot,453,635072,0.51,0.54,2.09,318.0,836.0,JarvanIV,462,54625,0.52,0.6,3.62,20.0,218.0,Kaisa,623,130907,0.51,0.54,2.53,131.0,913.0,Jinx,330,283254,0.53,0.57,2.82,129.0,497.0,Pyke,75,54964,0.49,0.64,2.75,61.0,251.0,Jax,Graves,Taliyah,Twitch,Senna,1
2763,Sion,76,23251,0.51,0.5,1.24,2.0,41.0,Ekko,397,99410,0.49,0.6,2.73,15.0,164.0,Ahri,62,6253,0.59,0.0,2.56,1.0,73.0,Samira,240,28507,0.58,0.69,2.57,16.0,100.0,Leona,386,672250,0.44,0.47,2.23,60.0,210.0,Camille,Zed,Cassiopeia,MissFortune,Senna,0
2764,Jax,389,197537,0.49,0.64,1.83,33.0,579.0,Vi,315,27000,0.46,0.54,2.71,26.0,312.0,Yone,196,342299,0.51,0.48,1.72,107.0,438.0,Veigar,83,35258,0.49,0.6,2.18,55.0,195.0,Senna,116,171974,0.48,0.55,2.47,85.0,124.0,Garen,Kayn,Akali,Ezreal,Pyke,1
2765,Yone,61,24879,0.58,0.73,2.95,22.0,53.0,Diana,121,83077,0.53,0.56,2.31,91.0,546.0,Veigar,466,119009,0.47,0.59,2.67,17.0,243.0,Jhin,396,783147,0.51,0.54,3.39,342.0,500.0,Senna,116,171974,0.48,0.55,2.47,85.0,124.0,Xerath,Sylas,Khazix,Lucian,Nautilus,1
2766,Yone,417,499504,-1.0,0.0,0.0,0.0,-1.0,Nidalee,343,368482,0.49,0.46,2.27,39.0,390.0,Malphite,468,83981,0.51,0.45,2.63,29.0,1363.0,Ashe,275,104758,0.53,0.53,2.49,62.0,629.0,Morgana,460,100105,-1.0,0.0,0.0,0.0,-1.0,Sejuani,Graves,Zed,Ezreal,Senna,1
2767,Draven,270,2554031,0.51,0.51,2.22,677.0,739.0,Rammus,369,31058,0.51,1.0,3.67,1.0,298.0,Kassadin,535,32175,-1.0,0.0,0.0,0.0,-1.0,Kaisa,312,590489,0.51,0.53,2.53,680.0,1054.0,Senna,116,171974,0.48,0.55,2.47,85.0,124.0,Jayce,Shaco,Veigar,Jinx,Lulu,1
2768,Akali,496,1164493,-1.0,0.0,0.0,0.0,-1.0,MasterYi,176,82757,0.48,0.56,2.87,32.0,436.0,Katarina,34,47363,-1.0,0.0,0.0,0.0,-1.0,Kaisa,56,64274,-1.0,0.0,0.0,0.0,-1.0,Yuumi,346,391544,-1.0,0.0,0.0,0.0,-1.0,Darius,XinZhao,Swain,Xayah,Senna,1
2769,Fiora,219,183463,0.52,0.48,2.06,116.0,432.0,Volibear,63,42085,0.54,0.53,2.97,64.0,89.0,Akshan,219,260094,0.5,0.52,2.22,446.0,979.0,Samira,349,147615,0.53,0.62,3.17,149.0,409.0,Thresh,589,141365,-1.0,0.0,0.0,0.0,-1.0,Poppy,Kayn,Vladimir,Sivir,Senna,1
2770,Irelia,384,683475,0.49,0.55,2.0,150.0,200.0,Elise,266,631455,-1.0,0.0,0.0,0.0,-1.0,Zed,259,490643,0.5,0.59,2.82,32.0,292.0,Kaisa,199,26381,0.51,0.53,2.55,32.0,898.0,Lux,313,74422,0.52,0.6,3.02,15.0,783.0,Poppy,MasterYi,Diana,Jhin,Senna,1
2771,Tryndamere,207,14979,0.6,0.0,0.0,0.0,138.0,Zac,332,410389,0.53,0.55,6.7,306.0,380.0,Katarina,438,603743,0.51,0.52,2.59,491.0,794.0,Sivir,605,424481,0.49,0.51,3.09,138.0,677.0,Nautilus,77,87919,0.5,0.5,2.71,111.0,260.0,Gwen,Kayn,Aatrox,Draven,Zilean,1
2772,Sion,442,128676,0.48,0.46,1.66,13.0,82.0,Kayn,196,20522,0.55,0.29,2.19,7.0,240.0,Annie,768,1092982,0.52,0.51,3.17,1268.0,637.0,Zeri,542,84553,0.49,0.58,4.98,89.0,488.0,Seraphine,391,58363,0.55,0.55,3.91,33.0,279.0,Urgot,Sejuani,Veigar,Jhin,Velkoz,0
2773,Sion,170,23197,0.53,0.48,1.08,27.0,356.0,Kayn,196,20522,0.55,0.29,2.19,7.0,240.0,Cassiopeia,286,177510,0.44,0.67,3.55,9.0,144.0,MissFortune,659,437367,0.52,0.57,3.28,256.0,940.0,Pyke,128,14021,0.54,1.0,3.43,1.0,280.0,Mordekaiser,Volibear,Shaco,Jhin,Morgana,1
2774,Yorick,410,1984221,0.51,0.54,1.85,234.0,286.0,Udyr,513,76132,0.51,0.51,3.08,105.0,958.0,Akali,616,106999,0.57,1.0,3.33,1.0,91.0,Lucian,193,155400,0.5,0.47,2.48,15.0,175.0,Nami,382,268098,0.51,0.55,3.55,47.0,657.0,Sion,Diana,Yone,MissFortune,Bard,1
2775,Mordekaiser,340,29562,0.54,0.67,1.86,3.0,248.0,Diana,196,9674,0.55,0.43,2.43,7.0,240.0,Yone,88,4869,0.49,0.5,2.4,8.0,101.0,Ezreal,349,92140,0.44,0.5,3.16,18.0,245.0,Pyke,312,388494,0.51,0.57,3.32,311.0,535.0,Sion,Warwick,Ahri,Vayne,Heimerdinger,1
2776,Mordekaiser,397,174147,0.55,0.54,2.79,50.0,194.0,Olaf,85,17379,0.53,0.71,4.2,21.0,68.0,Fizz,272,40947,0.51,0.75,2.74,4.0,288.0,Ezreal,177,12801,0.5,0.42,2.16,12.0,1046.0,Karma,332,81761,0.46,0.38,2.44,32.0,427.0,Aatrox,Diana,Zeri,Nilah,Lulu,1
2777,Garen,73,237287,0.54,0.53,1.95,410.0,442.0,Diana,196,9674,0.55,0.43,2.43,7.0,240.0,Leblanc,242,21582,0.5,0.33,2.69,18.0,314.0,Jinx,42,31467,0.5,0.58,3.85,52.0,124.0,Zilean,89,5745,0.52,0.42,3.13,12.0,874.0,DrMundo,Volibear,Teemo,Kalista,Renata,0
2778,Camille,152,159371,0.55,0.58,3.21,69.0,181.0,Diana,196,9674,0.55,0.43,2.43,7.0,240.0,Yasuo,208,44807,-1.0,0.0,0.0,0.0,-1.0,Sivir,318,85739,0.5,0.64,3.17,11.0,308.0,Karma,759,60569,0.57,1.0,8.0,1.0,37.0,Darius,Belveth,Lux,Aphelios,Nami,1
2779,Urgot,410,32206,0.52,0.5,2.0,2.0,577.0,Udyr,790,144777,0.5,0.55,2.84,150.0,1694.0,Yasuo,440,1134142,0.5,0.55,2.01,479.0,793.0,Twitch,511,222354,0.49,0.54,2.71,65.0,635.0,Lulu,586,38425,0.46,0.67,3.4,6.0,365.0,Darius,Diana,Vex,Draven,Karma,0
2780,Darius,546,324037,0.5,0.39,1.85,128.0,634.0,RekSai,196,86662,0.55,0.59,3.61,94.0,240.0,Cassiopeia,656,17020,0.48,0.75,4.56,12.0,302.0,Sivir,329,24998,0.52,0.4,2.75,20.0,306.0,Yuumi,143,19170,-1.0,0.0,0.0,0.0,-1.0,Aatrox,Trundle,Ekko,Zeri,Nautilus,0
2781,Riven,275,1569632,0.48,0.48,2.26,568.0,621.0,RekSai,196,86662,0.55,0.59,3.61,94.0,240.0,Ekko,654,48564,0.5,0.46,1.92,11.0,580.0,Sivir,201,21073,0.51,0.5,5.14,2.0,204.0,Gragas,321,49550,0.52,0.6,2.49,10.0,419.0,Sion,Kayn,Ryze,Kaisa,Nautilus,1
2782,Renekton,240,389985,0.49,0.49,2.39,76.0,222.0,Graves,196,20337,0.55,0.46,3.11,11.0,240.0,Yorick,571,2538287,0.51,0.51,2.02,947.0,962.0,Caitlyn,444,391062,0.49,0.41,2.07,80.0,479.0,Amumu,321,4162,0.52,0.0,1.21,2.0,419.0,Aatrox,LeeSin,Zed,Twitch,FiddleSticks,0
2783,Aatrox,382,94490,0.51,0.47,2.06,79.0,603.0,Pantheon,196,18434,0.55,0.33,2.35,3.0,240.0,Vex,126,2940,0.51,0.33,2.21,3.0,443.0,Vayne,98,83659,0.56,0.66,2.92,61.0,243.0,Thresh,62,73541,0.52,0.5,3.33,125.0,313.0,Yorick,Graves,Xerath,Ashe,Braum,0
2784,Gragas,41,2205,0.56,0.4,1.65,5.0,115.0,Trundle,92,4253,0.62,0.8,8.8,5.0,105.0,Vex,415,84302,0.51,0.43,2.39,79.0,492.0,KogMaw,185,7032,0.53,0.5,3.46,6.0,144.0,Lulu,85,2932,0.57,0.25,3.35,4.0,49.0,Nasus,Pantheon,Ekko,Twitch,Taric,0
2785,Singed,142,189492,0.54,0.58,1.96,244.0,390.0,MasterYi,58,1503,0.53,0.5,2.13,2.0,259.0,Vayne,703,422988,0.5,0.64,2.6,25.0,517.0,Ashe,211,34675,0.49,0.53,2.77,30.0,573.0,Seraphine,762,1692278,0.51,0.52,4.01,1017.0,1435.0,Camille,RekSai,Sylas,Kaisa,Malzahar,1
2786,Illaoi,149,60042,0.51,0.62,1.56,34.0,644.0,Diana,195,9674,0.55,0.43,2.43,7.0,240.0,Leblanc,564,63537,0.5,0.38,2.33,16.0,606.0,Samira,338,70635,0.53,0.59,1.85,44.0,855.0,Renata,245,5758,0.5,0.33,2.79,12.0,335.0,Aatrox,Warwick,Anivia,Ezreal,Lux,0
2787,Camille,347,52627,0.52,0.38,1.93,24.0,572.0,Volibear,232,135367,0.51,0.61,3.81,134.0,397.0,Sylas,161,339490,0.51,0.52,2.67,560.0,975.0,Jhin,218,886278,0.52,0.54,3.37,435.0,543.0,Xerath,225,78688,0.54,0.54,2.25,35.0,405.0,Jax,RekSai,Lux,Lucian,Blitzcrank,0
2788,Riven,636,134574,0.52,0.8,2.14,15.0,1005.0,Ekko,369,1233119,0.51,0.52,3.33,879.0,1010.0,Lucian,219,101951,0.52,0.6,2.43,25.0,352.0,Yasuo,140,1246,0.54,0.5,2.44,2.0,76.0,Renata,158,16475,0.54,0.65,3.89,23.0,28.0,Heimerdinger,MonkeyKing,Vladimir,Sivir,Nami,1
2789,Darius,238,166330,0.5,0.48,1.57,48.0,416.0,Kayn,111,202081,0.52,0.57,2.72,302.0,685.0,Qiyana,142,739789,0.51,0.52,1.95,923.0,1301.0,Seraphine,974,60243,0.5,0.41,2.38,37.0,1447.0,Sona,681,356748,0.51,0.58,2.79,156.0,621.0,Vayne,RekSai,Vex,Sivir,Pyke,1
2790,Diana,142,156162,0.51,0.48,1.92,274.0,1301.0,XinZhao,265,91074,0.51,0.53,2.09,127.0,1330.0,Vayne,521,736098,0.51,0.55,1.93,221.0,980.0,Seraphine,974,60243,0.5,0.41,2.38,37.0,1447.0,Sona,214,48976,0.59,0.71,3.02,14.0,164.0,Irelia,Kayn,Lissandra,Sivir,Yuumi,1
2791,Mordekaiser,209,1104081,0.53,0.53,1.84,180.0,192.0,RekSai,195,86662,0.55,0.59,3.61,94.0,240.0,Vladimir,346,408391,0.51,0.53,2.56,121.0,429.0,Sivir,124,10319,0.51,1.0,6.55,4.0,348.0,Yuumi,406,7836,0.5,1.0,10.0,1.0,883.0,Trundle,Graves,Cassiopeia,Zeri,Lulu,1
2792,Renekton,315,255286,0.52,0.64,2.07,52.0,241.0,Kayn,195,20522,0.55,0.29,2.19,7.0,240.0,Zoe,177,118381,0.55,0.46,2.89,82.0,389.0,Ashe,427,194661,0.44,0.53,2.47,34.0,259.0,Soraka,367,1186691,0.56,0.58,3.58,240.0,297.0,Annie,Gragas,Fiora,Samira,Pyke,0
2793,Fiora,308,38651,0.53,0.33,1.74,6.0,393.0,RekSai,195,86662,0.55,0.59,3.61,94.0,240.0,Ahri,303,65243,0.55,0.51,2.86,35.0,148.0,Jhin,248,128281,0.52,0.59,2.97,29.0,291.0,Taric,201,7692,0.5,0.5,2.56,6.0,266.0,Darius,Elise,Swain,Kalista,Lulu,0
2794,Akali,346,42613,0.51,0.57,2.38,58.0,880.0,RekSai,195,86662,0.55,0.59,3.61,94.0,240.0,Pantheon,151,67099,0.62,0.77,4.64,31.0,116.0,Twitch,398,133216,0.53,0.71,2.74,24.0,102.0,Morgana,346,70547,0.47,0.39,2.95,13.0,36.0,Sett,Graves,Sylas,Samira,Pyke,0
2795,Trundle,271,107057,0.51,0.69,2.39,52.0,329.0,Skarner,334,38253,0.51,0.0,2.83,1.0,444.0,Orianna,388,412850,0.52,0.55,3.59,73.0,193.0,Sivir,124,11575,0.52,0.0,2.71,1.0,128.0,Sona,158,8244,0.53,0.25,2.59,4.0,327.0,Olaf,RekSai,Pantheon,Vayne,Lulu,0
2796,Aatrox,260,17604,0.58,0.55,3.13,11.0,130.0,Vi,291,168754,0.45,0.43,2.41,51.0,221.0,Viktor,65,2070,0.49,0.14,1.74,7.0,123.0,Draven,42,41074,0.52,0.57,1.96,65.0,215.0,Bard,424,330375,0.5,0.52,2.93,221.0,533.0,Gnar,RekSai,Yasuo,Lucian,Yuumi,0
2797,Jayce,105,18558,0.51,0.29,1.48,17.0,681.0,RekSai,194,86662,0.55,0.59,3.61,94.0,240.0,Akshan,161,123875,0.58,0.58,2.64,199.0,327.0,Karthus,103,14107,0.51,0.71,3.28,17.0,315.0,Ashe,453,52467,0.53,0.48,2.38,25.0,418.0,Kayle,Nunu,Yone,Ezreal,Janna,0
2798,Riven,334,1217492,0.55,0.57,1.76,129.0,175.0,Ivern,315,113093,0.53,0.57,8.67,7.0,199.0,Cassiopeia,207,5573,0.59,0.8,3.39,5.0,95.0,Xayah,161,12115,0.62,0.5,2.69,2.0,130.0,Janna,617,331995,0.51,0.57,3.42,63.0,551.0,Aatrox,RekSai,Vladimir,Caitlyn,Lux,1
2799,Lillia,42,119500,0.55,0.54,2.34,158.0,156.0,Belveth,86,47792,0.54,0.65,2.65,78.0,208.0,Fizz,46,34671,0.52,0.49,3.24,63.0,194.0,Vayne,155,193921,0.52,0.62,2.44,156.0,1074.0,Blitzcrank,667,37121,0.5,0.5,2.79,4.0,1622.0,Camille,Viego,Veigar,MissFortune,Senna,1
2800,Gangplank,270,102546,0.55,0.61,1.95,18.0,290.0,Kayn,39,10988,0.55,0.62,2.54,13.0,62.0,Fizz,623,3013821,0.5,0.52,3.14,1062.0,1350.0,Vayne,135,25927,0.52,0.36,2.45,36.0,1023.0,Yuumi,538,501704,0.53,0.58,5.37,250.0,563.0,Gwen,Ekko,Yasuo,Cassiopeia,Thresh,0
2801,Gangplank,270,102546,0.55,0.61,1.95,18.0,290.0,Vi,431,1706253,0.48,0.48,2.63,330.0,330.0,Zed,420,1146239,0.51,0.58,2.51,212.0,490.0,Zeri,77,75721,-1.0,0.0,0.0,0.0,-1.0,Lux,416,659844,0.5,0.49,3.16,84.0,403.0,Aatrox,XinZhao,Seraphine,Twitch,Soraka,0
2802,Tryndamere,291,1604419,0.45,0.51,2.22,165.0,117.0,Warwick,558,667893,0.51,0.53,2.7,321.0,1194.0,Orianna,190,7724,0.51,0.8,3.71,10.0,751.0,Jhin,264,327781,0.5,0.54,3.48,261.0,921.0,Blitzcrank,504,111042,0.49,0.33,1.82,12.0,733.0,Mordekaiser,Graves,Leblanc,Zeri,Morgana,1
2803,Illaoi,131,232844,0.54,0.58,1.59,86.0,221.0,JarvanIV,622,160114,0.49,0.36,3.38,11.0,418.0,Fizz,289,93163,0.49,0.44,2.09,18.0,500.0,Lucian,249,132905,0.51,0.5,2.35,58.0,863.0,Nami,319,448789,0.57,0.55,3.15,123.0,213.0,Sett,Karthus,Zed,Ezreal,Karma,1
2804,Volibear,204,48834,0.61,0.59,2.28,34.0,140.0,Belveth,270,24613,0.55,0.64,3.42,28.0,290.0,Katarina,338,1333753,0.5,0.52,2.78,552.0,881.0,Ezreal,661,572017,0.46,0.39,3.25,13.0,106.0,Zilean,72,12627,0.52,0.5,3.4,24.0,506.0,Gnar,Poppy,Seraphine,Jinx,Renata,0
2805,Tryndamere,146,271781,0.57,0.61,3.11,132.0,173.0,Olaf,177,5636,-1.0,0.0,0.0,0.0,-1.0,Viktor,213,276963,0.5,0.58,2.61,369.0,1804.0,Twitch,222,73089,0.53,0.69,2.51,42.0,450.0,Zyra,383,69484,0.47,0.68,2.82,41.0,514.0,Jax,Volibear,Rumble,Jhin,Ashe,1
2806,Camille,399,757193,0.55,0.71,2.91,28.0,126.0,Lillia,254,3865,0.53,0.25,2.13,4.0,428.0,Zeri,317,1638,0.51,0.0,1.59,4.0,261.0,Corki,69,20556,0.5,0.47,2.07,19.0,435.0,Brand,371,172317,0.53,0.17,1.24,6.0,280.0,Gwen,Volibear,Viktor,Kaisa,Blitzcrank,0
2807,Poppy,321,473260,0.5,0.56,2.9,79.0,389.0,Graves,188,113506,0.45,0.58,2.98,59.0,222.0,Anivia,286,347701,0.52,0.53,2.6,179.0,221.0,Kaisa,564,92519,0.49,0.38,2.98,8.0,328.0,Pyke,562,234886,0.5,0.61,3.04,338.0,1810.0,Mordekaiser,Belveth,Zed,Ezreal,Thresh,1
2808,Sett,202,270778,0.61,0.61,2.13,88.0,140.0,Volibear,269,15156,0.55,0.6,3.18,20.0,290.0,Ekko,490,274721,0.45,0.48,2.73,31.0,193.0,Vayne,133,241891,0.48,0.55,2.46,69.0,192.0,Soraka,631,700721,0.48,0.56,2.65,162.0,395.0,Gnar,Belveth,Taliyah,Kaisa,JarvanIV,1
2809,Kayle,107,17306,0.51,0.5,1.83,6.0,295.0,Graves,268,104393,0.55,0.53,2.89,34.0,290.0,Yone,69,21089,0.55,0.52,2.06,21.0,176.0,Ezreal,145,30148,0.51,0.4,1.65,5.0,162.0,Janna,573,639508,0.49,0.55,3.56,307.0,809.0,Shyvana,Belveth,Garen,Seraphine,Sona,1
2810,TahmKench,632,160778,0.51,0.53,2.75,198.0,686.0,Graves,51,29844,0.51,0.58,3.07,48.0,304.0,Ekko,164,813042,0.52,0.55,2.2,93.0,113.0,Caitlyn,293,339941,0.48,0.47,2.21,78.0,446.0,Xerath,389,73173,0.51,0.48,3.88,130.0,1487.0,Gwen,Viego,Katarina,Ashe,Lulu,1
2811,Shyvana,553,211498,0.49,0.61,3.25,44.0,157.0,Zac,389,45669,0.5,0.47,2.75,15.0,244.0,Anivia,441,17833,0.49,0.0,1.0,1.0,722.0,Jinx,98,15298,0.51,0.42,2.15,26.0,801.0,Nami,222,83627,0.55,0.5,3.53,4.0,71.0,TahmKench,Graves,Viktor,Zeri,Janna,0
2812,Sett,200,270778,0.61,0.61,2.13,88.0,140.0,MonkeyKing,267,9286,0.55,0.4,3.0,10.0,290.0,Lissandra,1148,225222,0.5,0.52,2.72,42.0,652.0,Ezreal,94,58935,0.5,0.49,2.86,88.0,394.0,Zyra,283,20955,0.5,0.47,2.27,36.0,479.0,Sion,Belveth,Orianna,Jhin,Swain,0
2813,DrMundo,248,66411,0.52,0.54,2.94,85.0,365.0,Amumu,318,93404,0.58,0.79,3.58,14.0,123.0,Yone,48,42816,0.56,0.56,1.85,66.0,454.0,Sivir,400,179078,0.5,0.53,3.08,122.0,763.0,Lux,440,1413097,0.47,0.44,2.48,82.0,325.0,Teemo,Belveth,Sett,Vayne,Zyra,1
2814,Garen,199,25856,0.61,0.67,1.93,3.0,140.0,Belveth,266,24613,0.55,0.64,3.42,28.0,290.0,Mordekaiser,90,58486,0.51,0.52,2.12,101.0,1239.0,Twitch,539,163884,-1.0,0.0,0.0,0.0,-1.0,Nami,595,227696,0.48,0.33,2.45,9.0,91.0,Jax,Volibear,Darius,Jhin,Ashe,1
2815,Shyvana,358,35570,-1.0,0.0,0.0,0.0,-1.0,Ekko,410,44316,0.51,0.5,2.57,2.0,124.0,Akshan,214,13471,0.49,0.52,2.23,25.0,1204.0,Kaisa,71,82546,0.47,0.51,3.1,41.0,113.0,Blitzcrank,462,229615,0.51,0.54,2.67,281.0,1148.0,Sett,Volibear,Kayle,Sivir,Morgana,0
